crop,temp,humidity,gas,gradient,gas_trend,humidity_trend,confidence,current_risk,future_risk,time,spatial_score,gas_accel,label
Onion,-2,78.55,629.3,3.876,-8.063,0.722,0.853,0.3642,0.3719,M06_H22,0.535,4.5586,Moderate_Spoilage_Risk
Jute_Seed,19.27,61.27,372.5,4.462,-14.699,0.292,0.838,0.1497,0.1316,M08_H01,0.465,1.7229,Safe
Groundnut,24.86,62.79,463.9,0.309,-12.994,-0.199,0.946,0.0,0.0,M08_H23,0.963,0.6531,Safe
Onion,13.27,88.43,1153.0,0.116,10.365,0.866,0.917,0.6172,0.6687,M06_H23,0.929,2.1276,High_Spoilage_Risk
Wheat,14.24,46.89,702.0,3.022,9.028,-0.225,0.836,0.2165,0.2169,M03_H20,0.637,-2.694,Low_Spoilage_Risk
Lentil,32.72,75.23,800.9,4.678,19.649,0.356,0.85,0.844,0.8465,M08_H00,0.439,1.4613,Critical_Spoilage
Maize,39.13,64.29,1434.7,1.862,13.684,-0.649,0.896,0.5289,0.5554,M10_H14,0.777,3.1851,High_Spoilage_Risk
Rice_Paddy,30.52,67.63,458.4,3.355,-3.833,0.608,0.874,0.2166,0.2302,M09_H21,0.597,2.1788,Low_Spoilage_Risk
Mustard_Seed,12.78,62.24,816.2,2.488,-14.08,-0.174,0.836,0.2695,0.324,M05_H03,0.701,2.5762,Moderate_Spoilage_Risk
Groundnut,35.86,60.7,989.6,2.064,3.704,0.756,0.829,0.4761,0.4825,M05_H10,0.752,4.6524,Moderate_Spoilage_Risk
Rice_Paddy,17.4,53.8,638.9,0.858,-5.7,-1.541,0.883,0.0898,0.0703,M07_H23,0.897,0.433,Safe
Sugarcane_Ratoon,33.73,85.11,839.1,3.323,-7.538,-0.741,0.838,0.505,0.5009,M02_H18,0.599,0.9037,High_Spoilage_Risk
Maize,31.44,61.98,1105.5,0.103,9.829,-0.372,0.888,0.358,0.3874,M08_H01,0.988,-2.5328,Moderate_Spoilage_Risk
Jute_Seed,20.42,73.17,588.5,2.504,1.642,-0.873,0.852,0.3321,0.3578,M03_H15,0.7,1.9993,Moderate_Spoilage_Risk
Potato,21.61,94.43,1009.0,2.838,20.893,0.108,0.702,0.4715,0.4924,M09_H00,0.502,2.0469,Moderate_Spoilage_Risk
Black_Gram,42.81,71.14,1663.5,4.605,13.895,0.246,0.918,0.854,0.8861,M04_H19,0.447,2.9018,Critical_Spoilage
Maize,35.13,74.08,812.0,0.401,5.982,-0.217,0.886,0.5209,0.5458,M05_H15,0.952,0.9281,High_Spoilage_Risk
Wheat,33.93,66.43,600.3,0.832,10.349,0.441,0.888,0.36,0.3532,M01_H06,0.9,-0.1988,Moderate_Spoilage_Risk
Wheat,29.61,69.88,1046.6,0.386,-2.015,-0.495,0.834,0.5828,0.5965,M11_H01,0.954,0.7291,High_Spoilage_Risk
Wheat,27.0,69.92,649.5,3.853,5.892,-0.866,0.854,0.504,0.5176,M05_H15,0.538,1.4889,High_Spoilage_Risk
Rice_Processed,31.73,58.34,492.6,4.483,-1.35,-1.222,0.849,0.207,0.2542,M10_H14,0.462,-0.2015,Low_Spoilage_Risk
Wheat,16.22,43.48,755.0,4.191,-1.82,-0.718,0.924,0.2536,0.2865,M07_H14,0.497,-0.2225,Low_Spoilage_Risk
Wheat,19.01,55.15,559.3,4.068,-11.513,-0.12,0.909,0.1359,0.1661,M01_H01,0.512,-0.8578,Low_Spoilage_Risk
Rice_Paddy,28.68,90.17,1141.8,3.213,1.469,-0.455,0.524,0.7347,0.7341,M08_H14,0.528,1.31,Critical_Spoilage
Groundnut,29.87,49.21,742.3,1.817,3.86,-1.038,0.879,0.4269,0.4247,M04_H16,0.782,1.0281,Moderate_Spoilage_Risk
Chickpea,37.69,57.95,866.5,3.956,2.173,-0.537,0.883,0.4654,0.5041,M06_H12,0.525,-1.5047,Moderate_Spoilage_Risk
Maize,31.3,72.12,1167.0,3.275,2.471,0.241,0.864,0.5988,0.6506,M06_H04,0.607,1.8118,High_Spoilage_Risk
Lentil,10.01,34.76,716.8,0.652,-7.964,-0.535,0.822,0.1268,0.1078,M03_H09,0.922,-2.2926,Safe
Rice_Processed,33.09,35.87,938.4,2.672,-13.911,-0.051,0.86,0.3477,0.3876,M02_H13,0.679,-2.7936,Moderate_Spoilage_Risk
Chickpea,7.12,44.7,527.8,3.113,-4.958,0.321,0.856,0.1511,0.1777,M04_H23,0.626,0.7131,Low_Spoilage_Risk
Wheat,13.16,62.31,764.9,1.58,-2.525,-0.803,0.953,0.1124,0.1457,M10_H04,0.81,-1.1911,Safe
Mustard_Seed,39.07,38.53,823.0,2.823,17.453,-0.684,0.93,0.494,0.4974,M07_H15,0.661,6.0705,Moderate_Spoilage_Risk
Sugarcane_Ratoon,13.26,80.32,440.7,4.455,4.857,0.907,0.733,0.2309,0.2752,M09_H00,0.465,-2.8867,Low_Spoilage_Risk
Wheat,24.42,47.07,819.1,1.462,-5.161,0.985,0.9,0.1807,0.1647,M02_H10,0.825,0.3512,Low_Spoilage_Risk
Sugarcane_Ratoon,27.63,86.66,862.3,2.973,2.354,0.675,0.864,0.4309,0.4524,M08_H13,0.616,4.5559,Moderate_Spoilage_Risk
Potato,15.13,95.23,1098.4,3.658,-14.599,-0.485,0.543,0.4111,0.467,M08_H22,0.391,3.0361,Moderate_Spoilage_Risk
Lentil,12.53,42.32,404.0,4.201,-4.977,-0.444,0.884,0.141,0.1682,M09_H19,0.496,-1.1549,Low_Spoilage_Risk
Wheat,17.34,50.68,489.9,3.131,-0.884,0.316,0.939,0.1298,0.1688,M04_H07,0.624,2.6323,Low_Spoilage_Risk
Black_Gram,15.55,73.48,537.3,4.053,13.05,1.232,0.903,0.4313,0.4722,M06_H15,0.514,1.5378,Moderate_Spoilage_Risk
Chickpea,10.05,42.52,583.6,1.376,7.136,-0.172,0.848,0.0859,0.0624,M12_H02,0.835,-0.1059,Safe
Mustard_Seed,40.7,69.73,851.4,2.919,31.194,-1.153,0.83,0.8434,0.8441,M05_H12,0.65,1.0474,Critical_Spoilage
Rice_Processed,14.9,77.59,711.4,1.264,3.711,-1.481,0.967,0.4585,0.457,M03_H19,0.848,1.2817,Moderate_Spoilage_Risk
Rice_Processed,20.51,48.0,431.6,4.276,6.384,0.32,0.854,0.1835,0.2288,M03_H22,0.487,3.6445,Low_Spoilage_Risk
Groundnut,7.58,58.72,833.5,0.496,2.158,0.04,0.906,0.1564,0.1555,M02_H08,0.94,0.8819,Low_Spoilage_Risk
Soybean,21.26,81.78,984.8,0.466,20.688,0.826,0.812,0.5197,0.5898,M09_H14,0.944,3.2573,High_Spoilage_Risk
Onion,11.94,80.35,1112.6,1.86,6.378,-0.603,0.89,0.3875,0.3768,M02_H05,0.777,4.4074,Moderate_Spoilage_Risk
Rice_Paddy,19.78,57.82,802.2,2.42,-5.675,1.124,0.871,0.18,0.1558,M01_H06,0.71,0.6582,Low_Spoilage_Risk
Mustard_Seed,32.16,60.85,989.0,0.57,14.184,1.009,0.982,0.4322,0.4856,M12_H06,0.932,3.3421,Moderate_Spoilage_Risk
Lentil,34.68,39.39,1055.8,2.623,0.987,0.013,0.881,0.5015,0.5125,M10_H09,0.685,0.8704,High_Spoilage_Risk
Lentil,6.02,57.74,410.4,1.866,-9.921,-0.205,0.882,0.0972,0.1012,M02_H02,0.776,0.6436,Safe
Soybean,22.49,56.1,763.2,1.218,1.338,0.285,0.841,0.0955,0.1216,M01_H08,0.854,-0.5911,Safe
Rice_Processed,20.38,87.53,886.5,0.112,16.151,0.847,0.883,0.4764,0.5092,M09_H23,0.944,-1.2587,Moderate_Spoilage_Risk
Lentil,36.49,51.85,1040.2,2.255,9.555,-0.108,0.846,0.4734,0.4561,M10_H16,0.729,-0.0213,Moderate_Spoilage_Risk
Chickpea,8.95,50.95,585.8,1.87,-9.051,-0.163,0.963,0.0958,0.0793,M02_H03,0.776,-2.16,Safe
Sugarcane_Ratoon,31.15,64.44,803.4,1.716,-2.952,-0.72,0.833,0.1405,0.1353,M07_H11,0.794,-2.9339,Safe
Garlic,13.32,82.03,1374.6,1.704,14.481,-0.272,0.748,0.6906,0.7006,M09_H19,0.796,1.6333,High_Spoilage_Risk
Rice_Paddy,19.15,58.14,541.5,1.315,-3.397,0.585,0.874,0.0615,0.0328,M09_H10,0.842,0.1172,Safe
Potato,0.67,80.38,904.4,1.603,10.841,-0.741,0.915,0.2295,0.239,M12_H21,0.808,-5.571,Low_Spoilage_Risk
Mustard_Seed,27.32,57.0,890.9,0.211,-12.042,-0.84,0.855,0.23,0.2366,M01_H10,0.975,-1.5285,Low_Spoilage_Risk
Onion,11.93,67.32,722.3,2.204,-1.019,-0.57,0.984,0.1507,0.1514,M03_H00,0.736,1.9279,Low_Spoilage_Risk
Chickpea,8.44,75.19,721.2,0.115,18.602,-0.019,0.939,0.4385,0.5,M09_H04,0.986,3.0136,Moderate_Spoilage_Risk
Soybean,19.18,55.73,663.9,1.95,-10.377,0.433,0.876,0.1029,0.095,M03_H03,0.766,0.9676,Safe
Groundnut,29.68,54.59,521.9,1.779,-6.064,-1.04,0.916,0.3202,0.3201,M03_H11,0.787,-0.2681,Moderate_Spoilage_Risk
Onion,8.45,69.54,407.7,2.518,-18.276,-0.826,0.955,0.1192,0.107,M01_H06,0.698,-0.6478,Safe
Chickpea,19.87,67.75,657.3,1.187,-3.403,0.426,0.837,0.229,0.245,M06_H06,0.858,1.2957,Low_Spoilage_Risk
Sugarcane_Ratoon,23.16,81.17,688.4,4.859,8.356,0.177,0.736,0.2521,0.235,M08_H01,0.417,2.5469,Low_Spoilage_Risk
Black_Gram,28.31,60.17,457.9,2.362,-15.613,-0.327,0.909,0.1055,0.0858,M08_H02,0.717,-0.2066,Safe
Jute_Seed,17.11,47.03,590.3,0.753,-9.63,-0.775,0.942,0.067,0.0987,M06_H19,0.91,0.7776,Safe
Lentil,38.22,62.76,1026.2,0.63,5.889,0.359,0.957,0.4803,0.4668,M09_H18,0.924,2.6929,Moderate_Spoilage_Risk
Groundnut,19.06,82.19,938.6,1.634,-4.282,1.641,0.927,0.6182,0.6439,M07_H05,0.804,2.4247,High_Spoilage_Risk
Potato,9.76,81.09,644.6,0.893,4.905,-1.675,0.823,0.0734,0.0901,M12_H17,0.893,-1.5843,Safe
Jute_Seed,33.35,62.46,487.6,1.685,4.593,0.411,0.83,0.1895,0.1891,M12_H09,0.798,-3.4281,Low_Spoilage_Risk
Sugarcane_Ratoon,18.43,89.12,981.2,0.987,-1.189,1.633,0.811,0.4343,0.4829,M06_H22,0.813,-0.8814,Moderate_Spoilage_Risk
Maize,19.94,74.81,1053.2,3.733,1.557,0.54,0.885,0.4977,0.4851,M09_H21,0.552,-0.2796,Moderate_Spoilage_Risk
Sugarcane_Ratoon,38.95,52.74,1299.0,2.886,-1.405,-0.553,0.909,0.5526,0.5692,M05_H07,0.654,-0.5885,High_Spoilage_Risk
Potato,16.47,97.63,1092.1,0.725,-11.334,-1.568,0.552,0.7004,0.6818,M10_H19,0.703,0.3245,High_Spoilage_Risk
Black_Gram,6.42,60.22,463.8,0.51,-2.423,0.347,0.826,0.0716,0.1177,M02_H04,0.939,-1.4294,Safe
Wheat,10.34,44.91,569.3,3.512,5.358,-0.812,0.987,0.1675,0.1492,M04_H01,0.579,-0.7078,Low_Spoilage_Risk
Garlic,-0.37,86.05,582.6,2.589,5.721,0.783,0.776,0.5922,0.63,M06_H22,0.672,0.558,High_Spoilage_Risk
Rice_Paddy,21.54,63.87,400.2,4.175,-6.281,1.417,0.974,0.1546,0.1707,M05_H18,0.499,1.8532,Low_Spoilage_Risk
Sugarcane_Ratoon,17.42,72.44,500.2,1.691,1.09,1.476,0.988,0.0796,0.0867,M08_H14,0.797,-1.0926,Safe
Sugarcane_Ratoon,32.02,83.84,844.6,3.11,-3.384,-0.199,0.735,0.3934,0.3927,M03_H06,0.627,1.1416,Moderate_Spoilage_Risk
Black_Gram,13.27,50.51,628.3,4.102,-0.687,0.833,0.979,0.1786,0.1936,M01_H16,0.508,1.9595,Low_Spoilage_Risk
Black_Gram,22.09,41.08,408.9,3.735,-8.056,-1.453,0.898,0.1884,0.1719,M05_H19,0.552,-0.5979,Low_Spoilage_Risk
Lentil,37.95,34.65,743.6,0.131,8.283,0.239,0.846,0.3483,0.4107,M03_H15,0.984,2.9127,Moderate_Spoilage_Risk
Potato,4.96,96.44,1045.2,4.431,-3.305,-0.704,0.694,0.5488,0.5515,M08_H10,0.278,0.9596,High_Spoilage_Risk
Sugarcane_Ratoon,35.07,65.0,727.1,4.819,10.177,-0.555,0.9,0.3373,0.3442,M10_H20,0.422,2.1833,Moderate_Spoilage_Risk
Mustard_Seed,23.89,68.04,957.7,2.73,-2.635,0.99,0.935,0.5283,0.5507,M02_H13,0.672,2.8372,High_Spoilage_Risk
Potato,0.74,78.1,860.7,4.713,16.399,1.314,0.873,0.3374,0.3796,M10_H03,0.434,1.7722,Moderate_Spoilage_Risk
Wheat,14.83,52.65,801.4,2.478,-2.467,-0.618,0.945,0.1571,0.1439,M08_H23,0.703,0.6396,Safe
Lentil,39.62,58.25,936.6,2.295,1.868,0.757,0.881,0.4303,0.4354,M03_H19,0.725,3.6477,Moderate_Spoilage_Risk
Black_Gram,33.52,57.27,846.5,3.86,-4.746,0.505,0.905,0.4908,0.5389,M01_H12,0.537,3.067,High_Spoilage_Risk
Garlic,9.33,51.89,494.6,4.417,-5.127,-0.91,0.891,0.2082,0.2081,M12_H12,0.47,-1.7859,Low_Spoilage_Risk
Maize,14.95,47.44,651.7,1.748,-11.118,0.257,0.869,0.1023,0.1076,M03_H02,0.79,-1.5793,Safe
Groundnut,15.73,60.84,428.5,3.398,-7.075,0.084,0.966,0.1523,0.1519,M02_H21,0.592,4.1645,Low_Spoilage_Risk
Maize,7.52,73.73,527.7,0.925,0.074,-0.513,0.98,0.2363,0.2539,M02_H23,0.889,0.2854,Low_Spoilage_Risk
Soybean,39.36,48.87,1000.3,2.721,13.148,0.329,0.919,0.5241,0.5211,M05_H06,0.673,2.6302,High_Spoilage_Risk
Maize,13.56,69.5,497.0,4.718,-5.621,1.286,0.969,0.1499,0.1239,M09_H08,0.434,0.6076,Safe
Maize,22.21,79.75,1048.5,3.009,4.882,-1.111,0.94,0.6926,0.7542,M07_H03,0.639,2.7335,Critical_Spoilage
Jute_Seed,24.33,54.09,716.1,2.014,7.789,0.449,0.881,0.1298,0.1703,M01_H05,0.758,-1.9038,Low_Spoilage_Risk
Soybean,36.92,57.85,860.7,4.815,17.111,0.781,0.97,0.4911,0.5042,M06_H02,0.422,0.3424,Moderate_Spoilage_Risk
Black_Gram,13.67,66.42,854.4,2.748,10.536,0.743,0.963,0.3129,0.3026,M06_H04,0.67,-1.2051,Moderate_Spoilage_Risk
Rice_Processed,21.4,59.92,589.0,2.202,-3.766,0.011,0.991,0.1059,0.1364,M03_H15,0.736,-3.1668,Safe
Soybean,25.63,53.1,464.4,4.126,-1.382,0.669,0.887,0.1745,0.1989,M10_H02,0.505,-4.3754,Low_Spoilage_Risk
Rice_Processed,31.9,63.57,786.5,3.837,12.065,-0.387,0.867,0.2405,0.2256,M06_H10,0.54,0.9971,Low_Spoilage_Risk
Lentil,11.4,56.51,656.6,2.608,-7.243,0.286,0.954,0.1515,0.148,M05_H12,0.687,3.4912,Safe
Soybean,20.39,59.14,641.3,4.027,6.719,-0.732,0.833,0.1922,0.2387,M03_H15,0.517,0.0353,Low_Spoilage_Risk
Potato,10.39,92.68,492.6,2.156,0.001,0.971,0.698,0.0825,0.0875,M10_H15,0.613,-2.3158,Safe
Garlic,5.23,66.79,608.3,2.582,0.135,0.683,0.94,0.1063,0.1083,M07_H04,0.69,-0.5421,Safe
Potato,19.96,77.43,582.3,4.994,17.873,1.109,0.939,0.4582,0.505,M10_H18,0.401,2.5714,Moderate_Spoilage_Risk
Rice_Paddy,16.38,52.64,584.9,2.562,-22.85,0.986,0.876,0.1272,0.1705,M11_H11,0.693,-1.9097,Low_Spoilage_Risk
Wheat,18.08,62.62,702.7,4.893,4.629,0.384,0.979,0.1762,0.1807,M11_H17,0.413,-0.8658,Low_Spoilage_Risk
Wheat,3.05,66.65,848.5,4.122,-2.76,0.956,0.97,0.3564,0.397,M10_H01,0.505,1.7429,Moderate_Spoilage_Risk
Groundnut,19.27,63.94,480.9,3.076,2.886,-0.917,0.868,0.133,0.1111,M06_H17,0.631,1.7173,Safe
Maize,27.81,56.45,841.1,0.396,3.625,-0.323,0.993,0.1394,0.1438,M05_H11,0.952,2.0893,Safe
Jute_Seed,17.78,66.28,676.4,1.166,-8.323,1.794,0.826,0.1113,0.1307,M02_H09,0.86,-2.2008,Safe
Lentil,27.34,58.38,806.9,0.838,-3.097,0.549,0.908,0.2203,0.2544,M05_H23,0.899,0.0664,Low_Spoilage_Risk
Onion,4.27,81.52,1135.6,3.418,7.25,0.124,0.873,0.4847,0.4953,M07_H02,0.59,2.4766,Moderate_Spoilage_Risk
Jute_Seed,18.61,40.37,419.5,1.21,-2.658,-0.924,0.891,0.0725,0.1012,M04_H03,0.855,-2.175,Safe
Jute_Seed,40.85,73.58,1134.0,3.471,13.022,0.08,0.974,0.7669,0.7667,M08_H22,0.583,3.3808,Critical_Spoilage
Sugarcane_Ratoon,40.92,61.09,780.3,3.866,21.047,1.228,0.84,0.4269,0.4913,M12_H13,0.536,-4.1007,Moderate_Spoilage_Risk
Mustard_Seed,16.49,39.15,687.8,4.239,-10.998,0.291,0.999,0.2395,0.2188,M12_H14,0.491,-0.3277,Low_Spoilage_Risk
Potato,23.74,92.33,1203.5,2.738,18.308,0.204,0.841,0.5064,0.5409,M10_H05,0.549,0.1406,High_Spoilage_Risk
Soybean,38.16,61.58,748.7,3.631,6.963,-0.58,0.979,0.4551,0.4481,M03_H09,0.564,2.2676,Moderate_Spoilage_Risk
Garlic,16.1,82.59,938.2,1.417,3.22,1.847,0.781,0.6267,0.6776,M10_H00,0.83,6.3406,High_Spoilage_Risk
Sugarcane_Ratoon,34.36,90.9,756.4,2.448,6.532,0.816,0.732,0.6113,0.596,M06_H16,0.608,-0.4774,High_Spoilage_Risk
Rice_Processed,7.31,55.74,385.9,2.951,0.198,-0.884,0.983,0.1714,0.1895,M12_H20,0.646,1.4994,Low_Spoilage_Risk
Jute_Seed,39.08,63.23,835.3,4.97,5.236,0.216,0.93,0.4689,0.4799,M09_H05,0.404,-0.6089,Moderate_Spoilage_Risk
Black_Gram,32.97,44.96,850.8,1.545,-18.968,-1.03,0.931,0.4455,0.4417,M03_H04,0.815,1.0401,Moderate_Spoilage_Risk
Groundnut,25.65,70.12,1053.9,2.733,1.312,-1.07,0.987,0.6846,0.6999,M03_H23,0.672,1.9099,High_Spoilage_Risk
Maize,33.27,78.58,1335.6,1.034,6.246,0.021,0.918,0.8465,0.8948,M06_H06,0.876,3.6395,Critical_Spoilage
Rice_Processed,32.0,41.76,456.0,2.212,8.586,-0.898,0.839,0.1746,0.1941,M02_H00,0.735,-0.5734,Low_Spoilage_Risk
Mustard_Seed,10.64,69.11,627.4,1.435,4.194,1.303,0.938,0.4328,0.4747,M08_H01,0.828,3.3659,Moderate_Spoilage_Risk
Garlic,-2,82.42,933.0,0.858,-0.402,-0.874,0.831,0.589,0.6115,M10_H00,0.897,-0.2014,High_Spoilage_Risk
Rice_Paddy,15.54,49.59,891.5,3.095,-8.493,0.102,0.98,0.2659,0.2934,M04_H21,0.629,-2.1901,Low_Spoilage_Risk
Rice_Processed,20.63,51.98,873.2,1.636,-3.352,0.82,0.858,0.1467,0.1651,M03_H10,0.804,0.7821,Low_Spoilage_Risk
Soybean,17.23,47.39,742.9,4.211,-11.773,-0.839,0.971,0.2269,0.2353,M10_H21,0.495,1.3962,Low_Spoilage_Risk
Potato,1.95,83.14,927.4,4.847,0.229,-1.839,0.798,0.3276,0.3758,M04_H03,0.418,2.6153,Moderate_Spoilage_Risk
Rice_Paddy,30.44,61.03,564.6,2.811,-0.013,1.13,0.841,0.215,0.2532,M11_H13,0.663,-0.7435,Low_Spoilage_Risk
Maize,32.07,51.38,922.9,1.51,9.553,1.574,0.958,0.4204,0.4885,M03_H08,0.819,0.381,Moderate_Spoilage_Risk
Black_Gram,11.37,43.78,714.6,3.855,-6.332,1.049,0.961,0.2388,0.2733,M12_H21,0.537,0.4306,Low_Spoilage_Risk
Garlic,13.02,53.88,728.5,0.191,-5.086,-0.685,0.85,0.1295,0.1129,M01_H20,0.977,0.7787,Safe
Maize,15.58,54.39,801.6,3.603,-8.931,-1.119,0.879,0.2528,0.2886,M11_H21,0.568,-1.4972,Low_Spoilage_Risk
Rice_Processed,11.19,60.87,767.4,3.652,-26.369,-0.917,0.943,0.2032,0.195,M10_H19,0.562,0.1106,Low_Spoilage_Risk
Groundnut,22.26,54.69,709.8,4.479,-9.174,-1.784,0.907,0.1941,0.1764,M09_H19,0.463,-0.5718,Low_Spoilage_Risk
Groundnut,37.58,58.84,676.4,4.212,13.355,1.52,0.98,0.4188,0.4572,M10_H09,0.495,0.9676,Moderate_Spoilage_Risk
Onion,16.12,78.12,1137.5,3.176,3.653,0.291,0.909,0.4827,0.5169,M07_H00,0.619,0.1396,High_Spoilage_Risk
Jute_Seed,34.85,44.49,989.7,2.069,7.655,0.931,0.825,0.371,0.3936,M10_H01,0.752,-3.2658,Moderate_Spoilage_Risk
Soybean,17.72,62.32,391.2,2.055,-11.04,0.512,0.987,0.0789,0.0986,M07_H14,0.753,1.626,Safe
Lentil,32.2,62.26,766.5,1.472,2.069,-0.477,0.846,0.4223,0.4745,M02_H01,0.823,2.1733,Moderate_Spoilage_Risk
Rice_Paddy,17.06,73.95,944.4,1.893,-6.419,0.124,0.99,0.3537,0.3553,M02_H09,0.773,2.6614,Moderate_Spoilage_Risk
Potato,16.22,76.62,605.1,3.504,-3.182,-1.061,0.852,0.306,0.2889,M11_H18,0.58,-1.2047,Low_Spoilage_Risk
Potato,12.4,99,602.9,3.558,4.425,-0.368,0.808,0.5699,0.5643,M10_H03,0.34,-0.9121,High_Spoilage_Risk
Rice_Processed,39.95,75.68,1199.7,2.268,3.366,0.604,0.845,0.7816,0.8342,M03_H14,0.728,6.2653,Critical_Spoilage
Sugarcane_Ratoon,34.58,64.87,1124.9,1.221,10.692,-0.082,0.951,0.3003,0.3493,M05_H21,0.853,-0.9688,Moderate_Spoilage_Risk
Mustard_Seed,38.16,59.15,818.0,0.38,0.722,-0.179,0.949,0.3356,0.3592,M11_H08,0.954,1.5368,Moderate_Spoilage_Risk
Rice_Processed,39.7,83.22,746.1,3.378,21.204,-1.126,0.853,0.8298,0.902,M04_H19,0.595,4.2665,Critical_Spoilage
Onion,8.4,84.55,914.1,0.534,-5.413,-0.093,0.842,0.3843,0.3784,M05_H14,0.936,-1.8214,Moderate_Spoilage_Risk
Garlic,22.17,60.74,1202.6,4.828,3.366,1.799,0.87,0.5222,0.5181,M04_H13,0.421,1.1946,High_Spoilage_Risk
Garlic,23.39,67.58,1495.8,0.309,9.773,1.094,0.949,0.4395,0.4915,M01_H13,0.963,6.6276,Moderate_Spoilage_Risk
Mustard_Seed,10.51,72.3,765.3,0.192,-0.19,0.993,0.939,0.4679,0.4954,M10_H12,0.977,1.5423,Moderate_Spoilage_Risk
Rice_Processed,13.88,44.74,767.8,2.965,-0.315,0.397,0.916,0.2297,0.2163,M12_H10,0.644,-1.9967,Low_Spoilage_Risk
Wheat,26.8,55.27,589.4,1.728,3.116,1.277,0.986,0.1807,0.2076,M12_H19,0.793,0.5345,Low_Spoilage_Risk
Potato,7.13,85.16,924.4,0.646,-3.768,0.435,0.878,0.0911,0.1227,M06_H09,0.92,-0.3957,Safe
Jute_Seed,15.01,85.56,1151.8,0.858,19.749,-0.198,0.934,0.6004,0.6331,M09_H04,0.888,-0.2432,High_Spoilage_Risk
Chickpea,41.13,57.11,1363.4,0.427,12.334,0.03,0.989,0.4574,0.4597,M11_H15,0.949,1.4616,Moderate_Spoilage_Risk
Mustard_Seed,32.51,41.44,814.3,2.118,3.606,-1.514,0.928,0.4602,0.4657,M10_H15,0.746,3.978,Moderate_Spoilage_Risk
Groundnut,8.75,52.32,519.2,2.859,-3.846,-0.498,0.994,0.1313,0.1525,M12_H16,0.657,-0.2899,Safe
Onion,15.49,83.82,740.3,4.92,11.982,1.203,0.931,0.5461,0.5721,M09_H04,0.41,3.9498,High_Spoilage_Risk
Wheat,24.95,63.42,642.3,4.502,-7.907,1.324,0.872,0.1897,0.1804,M08_H18,0.46,0.2804,Low_Spoilage_Risk
Soybean,17.81,43.98,652.2,1.043,-7.784,-0.591,0.841,0.0961,0.0856,M01_H02,0.875,-4.9587,Safe
Soybean,22.04,61.38,620.9,1.053,-4.876,-1.091,0.892,0.0499,0.0611,M05_H18,0.874,1.4657,Safe
Onion,8.6,90.58,829.2,4.848,15.976,1.311,0.733,0.6184,0.664,M07_H11,0.325,3.774,High_Spoilage_Risk
Rice_Paddy,43.71,76.72,1548.9,4.895,7.007,-1.017,0.896,0.8371,0.8419,M03_H17,0.413,3.5009,Critical_Spoilage
Wheat,24.17,49.34,812.9,0.365,-0.497,-0.361,0.865,0.1329,0.1772,M03_H21,0.956,1.0335,Low_Spoilage_Risk
Jute_Seed,10.55,83.45,1158.8,0.642,4.62,0.522,0.805,0.6043,0.5885,M08_H05,0.923,2.8908,High_Spoilage_Risk
Lentil,26.61,71.0,838.7,1.475,7.11,-0.401,0.946,0.5139,0.578,M12_H07,0.823,4.3064,High_Spoilage_Risk
Potato,26.26,99,1079.2,0.324,7.511,-0.025,0.643,0.7762,0.835,M09_H11,0.728,2.6381,Critical_Spoilage
Rice_Paddy,11.46,76.31,682.8,1.976,7.067,-0.784,0.942,0.3759,0.3817,M10_H21,0.763,-0.4869,Moderate_Spoilage_Risk
Rice_Processed,42.73,63.74,704.6,2.537,7.606,-0.306,0.82,0.365,0.3879,M08_H14,0.696,-0.4778,Moderate_Spoilage_Risk
Onion,14.73,74.07,951.0,1.988,2.067,-0.65,0.953,0.2605,0.2725,M02_H05,0.761,0.5601,Low_Spoilage_Risk
Onion,11.05,86.9,577.8,0.538,3.901,2.26,0.819,0.4045,0.4076,M02_H19,0.904,2.449,Moderate_Spoilage_Risk
Rice_Processed,34.65,75.04,1032.0,4.305,1.142,0.256,0.888,0.6875,0.6654,M10_H07,0.483,0.4394,High_Spoilage_Risk
Lentil,21.29,70.88,606.9,2.844,2.593,0.263,0.847,0.4252,0.4032,M01_H14,0.659,-1.2266,Moderate_Spoilage_Risk
Lentil,9.9,70.78,558.2,3.507,18.759,0.668,0.988,0.4303,0.4381,M01_H12,0.579,1.3295,Moderate_Spoilage_Risk
Black_Gram,7.92,71.24,971.7,4.295,12.21,0.868,0.889,0.5468,0.5981,M01_H03,0.485,3.0951,High_Spoilage_Risk
Black_Gram,8.95,49.59,570.9,4.6,1.44,0.274,0.953,0.1829,0.2012,M12_H10,0.448,-4.0877,Low_Spoilage_Risk
Onion,9.6,58.15,475.0,4.566,1.513,-0.041,0.992,0.2066,0.2333,M03_H05,0.452,0.8224,Low_Spoilage_Risk
Jute_Seed,22.34,49.21,469.9,3.186,-6.726,0.505,0.9,0.1766,0.1813,M11_H20,0.618,-1.5603,Low_Spoilage_Risk
Black_Gram,24.25,44.47,681.1,0.35,-1.665,0.8,0.885,0.0993,0.0791,M06_H02,0.958,1.5748,Safe
Lentil,26.76,46.57,827.3,4.067,-6.88,0.564,0.903,0.3015,0.2948,M05_H20,0.512,-0.7201,Low_Spoilage_Risk
Sugarcane_Ratoon,29.74,80.1,438.9,1.07,-1.105,-0.045,0.891,0.0972,0.1039,M07_H14,0.872,3.8276,Safe
Chickpea,21.13,45.9,713.7,4.165,-12.471,-1.015,0.891,0.1878,0.2211,M12_H23,0.5,-1.2168,Low_Spoilage_Risk
